"artists"                                                                          ,"explicit","genre"                               ,"lyric"                                                                                                                                     ,"musixmatch_rating","rank","title"
"LOS BUKIS"                                                                        ,""        ,""                                    ,""                                                                                                                                          ,""                 ,1946  ,"MI MORENITA"
"DUELO"                                                                            ,0.0       ,"Latin / Regional Mexicano"           ,"Creo que es momento que sepas la verdad
Yo no quería quererte ni adorar
Tú para mi eras un juego y nada mas
Probé tus labios tan solo pro maldad

Y en ese instante tu cariño
Estremeció todo mi cuerpo
Sentí llenarse de ternura el corazón

Y que me vuelvo un adicto
No puedo estar sin la belleza de tu rostro
Me quema el frio si no estas aquí conmigo
Tan solo quiero contemplarte soy de ti
...


 "                                                                                                  ,21.0               ,1947  ,"ADICTO"
"JULIO PRECIADO"                                                                   ,0.0       ,""                                    ,"Quien dice que ando llorando.

...
Quien dice que ando llorando
Quien dice que ando gritando que me muero por tu amor

Si sabes que ando tomando
Tan solo ando navegando entre copas de licor

Pa que andas contando que vas a volver
...


 "                                                                                       ,14.0               ,1948  ,"DOS HOJAS SIN RUMBO"
"CLAUDIO ALCARAZ"                                                                  ,""        ,"Latin"                               ,""                                                                                                                                          ,15.0               ,1949  ,"EL PU"
"GRUPO NICHE"                                                                      ,0.0       ,"Music"                               ,"Una aventura, es más bonita
Si no miramos el tiempo en el reloj
Una aventura, es más bonita
Cuando escapamos solos tú y yo

Una aventura, es más bonita
Si hacemos creer a los demás que no hay amor
Una aventura, es más bonita
Si existe dueño para cada uno de los dos

(Reventamos, estamos que reventamos)
(Cada vez que de frente nos miramos)
(Y los pies bajo la mesa nos tocamos)
(Y un beso robado queda siempre como adiós)

(Reventamos, estamos que reventamos)
(Cada vez que de frente nos miramos)
...


 "                                                                                                ,20.0               ,1950  ,"UNA AVENTURA"
"INTOCABLE"                                                                        ,0.0       ,"Latin / Regional Mexicano"           ,"Respiro
Todo parece indicar
Que sigo vivo
Aun no he muerto sin tu amor
Late mi corazon
Ye aunque creía que sin ti iba a morir.
Respiro
Ye en el aire aun percibo tu recuerdo
Las horas pasan y lastima que estes lejos

Te extrano como un loco
Estar sin ti no puedo.
Ye quisiera culparte de todo y odiarte en silencio
Que tu adios me arrancara la vida que no puedas vivir
Con el remordimiento

Pero no es tu culpa
Que sin ti siga vivo.
Tu adios no mata
Solo lastima lentamente me desangra
...


 "                                                                                       ,22.0               ,1951  ,"TU ADIOS NO MATA"
"LA ORIGINAL BANDA EL LIMON"                                                       ,""        ,""                                    ,""                                                                                                                                          ,""                 ,1952  ,"ME ESTA DOLIENDO EL ALMA"
"LA ARROLLADORA BANDA EL LIMÓN"                                                    ,0.0       ,"Latin / Regional Mexicano"           ,"Lo hiciste otra vez
Eres más inteligente que hermosa
Pero más mala que las dos cosas
Jugaste otra vez
Porqué volviste y me insistías
Si en realidad tú no me querías

Y entraste poco a poco por donde sabías
Juraste que esta vez ya no me fallarías
Me acariciaste el alma con mentiras
Y todo eso no lo merecía
Volviste para asegurar que aún te quiero
Y sin pensar un poco en mí
Te aprovechaste de este amor sincero
Tan sólo para alimentar tu ego

Y yo creí que tú me amabas
Que tonto fui por no pensar
...


 "                                                                                                    ,24.0               ,1953  ,"LO HICISTE OTRA VEZ"
"CHUY LIZARRAGA"                                                                   ,""        ,""                                    ,""                                                                                                                                          ,""                 ,1954  ,"NOMAS FALTO QUE ME QUISIERAS"
"LOS TEMERARIOS"                                                                   ,0.0       ,"Pop"                                 ,"Ya me voy para siempre
Para nunca volver
El amor que yo quise
No me quiso querer

Ya me voy derrotado
Me duele el corazón
Porque el amor de mi alma
Porque el amor de mi alma
Solito me dejó

Voy a vagar por ahí
...


 "                                                                                                                   ,23.0               ,1955  ,"YA ME VOY PARA SIEMPRE"
"FARID AUN"                                                                        ,""        ,""                                    ,""                                                                                                                                          ,""                 ,1956  ,"SEÑORA DE LAS 4 DECADAS"
"PESADO"                                                                           ,0.0       ,"Latin / Regional Mexicano"           ,"Que sorpresa fue volver a mirarte
El día de hoy
Después de que acabo lo nuestro
Y el tiempo paso
Otra ve volví a sentir tu mano
Estrechando la mía
Pero esta vez fue diferente
Tu tenias compañía

Me dijiste que alegría de verte
Y saber que estaz bien
Pude ver en tu sonrisa lo feliz que te sientes con el
Hablabas como si del ayer
No tuvieras memoria
Pude darme cuenta que para ti
Ya lo nuestro es historia

Tuve que mentir un poco
Paro no arruinar aquel momento
Me invente una compañera
...


 "                                                                                       ,21.0               ,1957  ,"QUE AUN TE AMO"
"LA SEPTIMA BANDA"                                                                 ,0.0       ,"Latin / Regional Mexicano"           ,"Ya están cambiando las cosas
No se batalla en cuestión de amores
Las mujeres de hoy en día
Son aventadas más que los hombres
Desde la primera cita
Cuando pensaba robarle un beso
Y que ella se me adelanta
Por eso es que ando más que contento...

Me agarro de las manos
Me dijo ahí te voy con permiso mi chavo
Que se me lanza como Superman
Y hasta el suelo fuimos a parar...

Que Perrón pero que perrón
Ya no se ocupa llevar serenata
Que perrón pero que perrón
Porque solitas aflojan las ganas
Que perrón pero que perrón
Ahora dan ganas de ser mandilón
...


 "                                                                                                     ,20.0               ,1958  ,"QUE PERRON"
"FIDEL RUEDA"                                                                      ,0.0       ,"Latin / Regional Mexicano"           ,"Te vi con ojos de deseo
Te funcionó tu coqueteo
Despues yo me fui acercando como no queriendo
Pero sí quería

Me dibujaste con tus labios la mejor sonrisa
Te veías tan linda

Logré ponerte algo nerviosa
Cuando llegué y te dí una rosa
Y después tu te me acercaste como no queriendo
Pero sí querías

Desde entonces tú dominas a mis pensamientos
...


 "                                                                                              ,19.0               ,1959  ,"COMO NO QUERIENDO"
"BANDA EL RECODO"                                                                  ,0.0       ,"Latin / Regional Mexicano"           ,"Disculpa sí te llamo a esta hora
Necesito escucharte no me cuelgues perdona
De lo que sucedió reconozco mi error
Necesito saber de ti

Amor... Sin ti mi vida ya no es igual
Mi corazón te pide una oportunidad
Mi almohada se ha mojado
Con el agua de mis ojos porque tú no estás

...


 "                                                                                                  ,23.0               ,1960  ,"VALE LA PENA"
